"ID";"Código";"Descrição";"Unidade";"NCM";"Origem";"Preço";"Valor IPI fixo";"Observações";"Situação";"Estoque";"Preço de custo";"Cód. no fornecedor";"Fornecedor";"Localização";"Estoque máximo";"Estoque mínimo";"Peso líquido (Kg)";"Peso bruto (Kg)";"GTIN/EAN";"GTIN/EAN da Embalagem";"Largura do produto";"Altura do Produto";"Profundidade do produto";"Data Validade";"Descrição do Produto no Fornecedor";"Descrição Complementar";"Itens p/ caixa";"Produto Variação";"Tipo Produção";"Classe de enquadramento do IPI";"Código na Lista de Serviços";"Tipo do item";"Grupo de Tags/Tags";"Tributos";"Código Pai";"Código Integração";"Grupo de produtos";"Marca";"CEST";"Volumes";"Descrição Curta";"Cross-Docking";"URL Imagens Externas";"Link Externo";"Meses Garantia no Fornecedor";"Clonar dados do pai";"Condição do Produto";"Frete Grátis";"Número FCI";"Vídeo";"Departamento";"Unidade de Medida";"Preço de Compra";"Valor base ICMS ST para retenção";"Valor ICMS ST para retenção";"Valor ICMS próprio do substituto";"Categoria do produto";"Informações Adicionais"
"16698914663";"AR-LS-BLK	";"Cor:Preto;Tamanho:P";"";"";"0";"220,00";"0,00";"";"Ativo";"15,00";"0,00";"	";"";"	";"0,00";"0,00";"0,168";"0,168";"	";"	";"0,00";"0,00";"0,00";"";"";"<p>Leve, resistente e atemporal. A guia ARIA tem 230 cm: comprida o bastante para dar liberdade ao cachorro e firme o bastante para o passeio de todo dia.</p>
<p>Disponível em quatro cores: preto, marrom, off white e caramelo. Combina com a coleira e o peitoral da mesma linha.</p>
<p><strong>Medidas</strong></p>
<ul>
<li>Comprimento: 230 cm</li>
<li>Largura da tira: 2,0 cm</li>
</ul>
<p>Para acertar o tamanho da coleira ou do peitoral que vão junto com a guia, veja o &lt;a href=""../pages/guia-de-tamanhos""&gt;guia de tamanhos das coleiras e peitorais&lt;/a&gt;.</p>";"0,00";"";"Terceiros";"";"";"";"";"0,00";"8925329686664";"45872802955400";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"16698914636";"8925324673160	";"Peitoral para Cachorro ARIA";"";"";"0";"0,00";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"<p>Conforto onde mais importa. Em vez de concentrar a força no pescoço, o peitoral ARIA distribui a pressão pelo peito do cachorro — com ajuste preciso e o mesmo acabamento do resto da linha.</p><p>Disponível nos tamanhos P, M e G e em quatro cores: preto, caramelo, off white e marrom. Combina com a guia e a coleira da mesma linha.</p><p><strong>Medidas</strong></p><ul>
<li>P — pescoço de 32 a 42 cm · tórax de 38 a 58 cm · tira de 2,0 cm de largura</li>
<li>M — pescoço de 40 a 50 cm · tórax de 55 a 75 cm · tira de 2,0 cm de largura</li>
<li>G — pescoço de 48 a 62 cm · tórax de 70 a 85 cm · tira de 2,5 cm de largura</li>
</ul><p>Meça o pescoço e o tórax do seu cachorro e confira o <a href=""/pages/guia-de-tamanhos"">guia de tamanhos das coleiras e peitorais</a> antes de escolher.</p>";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"";"8925324673160";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"16698914650";"AR-HN-CML-G	";"Cor:Caramelo;Tamanho:G";"";"";"0";"200,00";"0,00";"";"Ativo";"5,00";"0,00";"	";"";"	";"0,00";"0,00";"0,284";"0,284";"	";"	";"0,00";"0,00";"0,00";"";"";"<p>Conforto onde mais importa. Em vez de concentrar a força no pescoço, o peitoral ARIA distribui a pressão pelo peito do cachorro — com ajuste preciso e o mesmo acabamento do resto da linha.</p><p>Disponível nos tamanhos P, M e G e em quatro cores: preto, caramelo, off white e marrom. Combina com a guia e a coleira da mesma linha.</p><p><strong>Medidas</strong></p><ul>
<li>P — pescoço de 32 a 42 cm · tórax de 38 a 58 cm · tira de 2,0 cm de largura</li>
<li>M — pescoço de 40 a 50 cm · tórax de 55 a 75 cm · tira de 2,0 cm de largura</li>
<li>G — pescoço de 48 a 62 cm · tórax de 70 a 85 cm · tira de 2,5 cm de largura</li>
</ul><p>Meça o pescoço e o tórax do seu cachorro e confira o <a href=""/pages/guia-de-tamanhos"">guia de tamanhos das coleiras e peitorais</a> antes de escolher.</p>";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"8925324673160";"45872485367944";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"16698914647";"AR-HN-CML-M	";"Cor:Caramelo;Tamanho:M";"";"";"0";"200,00";"0,00";"";"Ativo";"15,00";"0,00";"	";"";"	";"0,00";"0,00";"0,228";"0,228";"	";"	";"0,00";"0,00";"0,00";"";"";"<p>Conforto onde mais importa. Em vez de concentrar a força no pescoço, o peitoral ARIA distribui a pressão pelo peito do cachorro — com ajuste preciso e o mesmo acabamento do resto da linha.</p><p>Disponível nos tamanhos P, M e G e em quatro cores: preto, caramelo, off white e marrom. Combina com a guia e a coleira da mesma linha.</p><p><strong>Medidas</strong></p><ul>
<li>P — pescoço de 32 a 42 cm · tórax de 38 a 58 cm · tira de 2,0 cm de largura</li>
<li>M — pescoço de 40 a 50 cm · tórax de 55 a 75 cm · tira de 2,0 cm de largura</li>
<li>G — pescoço de 48 a 62 cm · tórax de 70 a 85 cm · tira de 2,5 cm de largura</li>
</ul><p>Meça o pescoço e o tórax do seu cachorro e confira o <a href=""/pages/guia-de-tamanhos"">guia de tamanhos das coleiras e peitorais</a> antes de escolher.</p>";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"8925324673160";"45872485335176";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"16698914642";"AR-HN-CML-S	";"Cor:Caramelo;Tamanho:P";"";"";"0";"200,00";"0,00";"";"Ativo";"25,00";"0,00";"	";"";"	";"0,00";"0,00";"0,161";"0,161";"	";"	";"0,00";"0,00";"0,00";"";"";"<p>Conforto onde mais importa. Em vez de concentrar a força no pescoço, o peitoral ARIA distribui a pressão pelo peito do cachorro — com ajuste preciso e o mesmo acabamento do resto da linha.</p><p>Disponível nos tamanhos P, M e G e em quatro cores: preto, caramelo, off white e marrom. Combina com a guia e a coleira da mesma linha.</p><p><strong>Medidas</strong></p><ul>
<li>P — pescoço de 32 a 42 cm · tórax de 38 a 58 cm · tira de 2,0 cm de largura</li>
<li>M — pescoço de 40 a 50 cm · tórax de 55 a 75 cm · tira de 2,0 cm de largura</li>
<li>G — pescoço de 48 a 62 cm · tórax de 70 a 85 cm · tira de 2,5 cm de largura</li>
</ul><p>Meça o pescoço e o tórax do seu cachorro e confira o <a href=""/pages/guia-de-tamanhos"">guia de tamanhos das coleiras e peitorais</a> antes de escolher.</p>";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"8925324673160";"45872485302408";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"16698914660";"AR-HN-BRW-G	";"Cor:Marrom;Tamanho:G";"";"";"0";"200,00";"0,00";"";"Ativo";"5,00";"0,00";"	";"";"	";"0,00";"0,00";"0,284";"0,284";"	";"	";"0,00";"0,00";"0,00";"";"";"<p>Conforto onde mais importa. Em vez de concentrar a força no pescoço, o peitoral ARIA distribui a pressão pelo peito do cachorro — com ajuste preciso e o mesmo acabamento do resto da linha.</p><p>Disponível nos tamanhos P, M e G e em quatro cores: preto, caramelo, off white e marrom. Combina com a guia e a coleira da mesma linha.</p><p><strong>Medidas</strong></p><ul>
<li>P — pescoço de 32 a 42 cm · tórax de 38 a 58 cm · tira de 2,0 cm de largura</li>
<li>M — pescoço de 40 a 50 cm · tórax de 55 a 75 cm · tira de 2,0 cm de largura</li>
<li>G — pescoço de 48 a 62 cm · tórax de 70 a 85 cm · tira de 2,5 cm de largura</li>
</ul><p>Meça o pescoço e o tórax do seu cachorro e confira o <a href=""/pages/guia-de-tamanhos"">guia de tamanhos das coleiras e peitorais</a> antes de escolher.</p>";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"8925324673160";"45872485564552";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"16698914658";"AR-HN-BRW-M	";"Cor:Marrom;Tamanho:M";"";"";"0";"200,00";"0,00";"";"Ativo";"15,00";"0,00";"	";"";"	";"0,00";"0,00";"0,228";"0,228";"	";"	";"0,00";"0,00";"0,00";"";"";"<p>Conforto onde mais importa. Em vez de concentrar a força no pescoço, o peitoral ARIA distribui a pressão pelo peito do cachorro — com ajuste preciso e o mesmo acabamento do resto da linha.</p><p>Disponível nos tamanhos P, M e G e em quatro cores: preto, caramelo, off white e marrom. Combina com a guia e a coleira da mesma linha.</p><p><strong>Medidas</strong></p><ul>
<li>P — pescoço de 32 a 42 cm · tórax de 38 a 58 cm · tira de 2,0 cm de largura</li>
<li>M — pescoço de 40 a 50 cm · tórax de 55 a 75 cm · tira de 2,0 cm de largura</li>
<li>G — pescoço de 48 a 62 cm · tórax de 70 a 85 cm · tira de 2,5 cm de largura</li>
</ul><p>Meça o pescoço e o tórax do seu cachorro e confira o <a href=""/pages/guia-de-tamanhos"">guia de tamanhos das coleiras e peitorais</a> antes de escolher.</p>";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"8925324673160";"45872485531784";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"16698914657";"AR-HN-BRW-S	";"Cor:Marrom;Tamanho:P";"";"";"0";"200,00";"0,00";"";"Ativo";"25,00";"0,00";"	";"";"	";"0,00";"0,00";"0,161";"0,161";"	";"	";"0,00";"0,00";"0,00";"";"";"<p>Conforto onde mais importa. Em vez de concentrar a força no pescoço, o peitoral ARIA distribui a pressão pelo peito do cachorro — com ajuste preciso e o mesmo acabamento do resto da linha.</p><p>Disponível nos tamanhos P, M e G e em quatro cores: preto, caramelo, off white e marrom. Combina com a guia e a coleira da mesma linha.</p><p><strong>Medidas</strong></p><ul>
<li>P — pescoço de 32 a 42 cm · tórax de 38 a 58 cm · tira de 2,0 cm de largura</li>
<li>M — pescoço de 40 a 50 cm · tórax de 55 a 75 cm · tira de 2,0 cm de largura</li>
<li>G — pescoço de 48 a 62 cm · tórax de 70 a 85 cm · tira de 2,5 cm de largura</li>
</ul><p>Meça o pescoço e o tórax do seu cachorro e confira o <a href=""/pages/guia-de-tamanhos"">guia de tamanhos das coleiras e peitorais</a> antes de escolher.</p>";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"8925324673160";"45872485499016";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"16698914656";"AR-HN-OFF-G	";"Cor:Off White;Tamanho:G";"";"";"0";"200,00";"0,00";"";"Ativo";"5,00";"0,00";"	";"";"	";"0,00";"0,00";"0,284";"0,284";"	";"	";"0,00";"0,00";"0,00";"";"";"<p>Conforto onde mais importa. Em vez de concentrar a força no pescoço, o peitoral ARIA distribui a pressão pelo peito do cachorro — com ajuste preciso e o mesmo acabamento do resto da linha.</p><p>Disponível nos tamanhos P, M e G e em quatro cores: preto, caramelo, off white e marrom. Combina com a guia e a coleira da mesma linha.</p><p><strong>Medidas</strong></p><ul>
<li>P — pescoço de 32 a 42 cm · tórax de 38 a 58 cm · tira de 2,0 cm de largura</li>
<li>M — pescoço de 40 a 50 cm · tórax de 55 a 75 cm · tira de 2,0 cm de largura</li>
<li>G — pescoço de 48 a 62 cm · tórax de 70 a 85 cm · tira de 2,5 cm de largura</li>
</ul><p>Meça o pescoço e o tórax do seu cachorro e confira o <a href=""/pages/guia-de-tamanhos"">guia de tamanhos das coleiras e peitorais</a> antes de escolher.</p>";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"8925324673160";"45872485466248";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"16698914655";"AR-HN-OFF-M	";"Cor:Off White;Tamanho:M";"";"";"0";"200,00";"0,00";"";"Ativo";"15,00";"0,00";"	";"";"	";"0,00";"0,00";"0,228";"0,228";"	";"	";"0,00";"0,00";"0,00";"";"";"<p>Conforto onde mais importa. Em vez de concentrar a força no pescoço, o peitoral ARIA distribui a pressão pelo peito do cachorro — com ajuste preciso e o mesmo acabamento do resto da linha.</p><p>Disponível nos tamanhos P, M e G e em quatro cores: preto, caramelo, off white e marrom. Combina com a guia e a coleira da mesma linha.</p><p><strong>Medidas</strong></p><ul>
<li>P — pescoço de 32 a 42 cm · tórax de 38 a 58 cm · tira de 2,0 cm de largura</li>
<li>M — pescoço de 40 a 50 cm · tórax de 55 a 75 cm · tira de 2,0 cm de largura</li>
<li>G — pescoço de 48 a 62 cm · tórax de 70 a 85 cm · tira de 2,5 cm de largura</li>
</ul><p>Meça o pescoço e o tórax do seu cachorro e confira o <a href=""/pages/guia-de-tamanhos"">guia de tamanhos das coleiras e peitorais</a> antes de escolher.</p>";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"8925324673160";"45872485433480";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"16698914652";"AR-HN-OFF-S	";"Cor:Off White;Tamanho:P";"";"";"0";"200,00";"0,00";"";"Ativo";"25,00";"0,00";"	";"";"	";"0,00";"0,00";"0,161";"0,161";"	";"	";"0,00";"0,00";"0,00";"";"";"<p>Conforto onde mais importa. Em vez de concentrar a força no pescoço, o peitoral ARIA distribui a pressão pelo peito do cachorro — com ajuste preciso e o mesmo acabamento do resto da linha.</p><p>Disponível nos tamanhos P, M e G e em quatro cores: preto, caramelo, off white e marrom. Combina com a guia e a coleira da mesma linha.</p><p><strong>Medidas</strong></p><ul>
<li>P — pescoço de 32 a 42 cm · tórax de 38 a 58 cm · tira de 2,0 cm de largura</li>
<li>M — pescoço de 40 a 50 cm · tórax de 55 a 75 cm · tira de 2,0 cm de largura</li>
<li>G — pescoço de 48 a 62 cm · tórax de 70 a 85 cm · tira de 2,5 cm de largura</li>
</ul><p>Meça o pescoço e o tórax do seu cachorro e confira o <a href=""/pages/guia-de-tamanhos"">guia de tamanhos das coleiras e peitorais</a> antes de escolher.</p>";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"8925324673160";"45872485400712";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"16698914640";"AR-HN-BLK-G	";"Cor:Preto;Tamanho:G";"";"";"0";"200,00";"0,00";"";"Ativo";"5,00";"0,00";"	";"";"	";"0,00";"0,00";"0,284";"0,284";"	";"	";"0,00";"0,00";"0,00";"";"";"<p>Conforto onde mais importa. Em vez de concentrar a força no pescoço, o peitoral ARIA distribui a pressão pelo peito do cachorro — com ajuste preciso e o mesmo acabamento do resto da linha.</p><p>Disponível nos tamanhos P, M e G e em quatro cores: preto, caramelo, off white e marrom. Combina com a guia e a coleira da mesma linha.</p><p><strong>Medidas</strong></p><ul>
<li>P — pescoço de 32 a 42 cm · tórax de 38 a 58 cm · tira de 2,0 cm de largura</li>
<li>M — pescoço de 40 a 50 cm · tórax de 55 a 75 cm · tira de 2,0 cm de largura</li>
<li>G — pescoço de 48 a 62 cm · tórax de 70 a 85 cm · tira de 2,5 cm de largura</li>
</ul><p>Meça o pescoço e o tórax do seu cachorro e confira o <a href=""/pages/guia-de-tamanhos"">guia de tamanhos das coleiras e peitorais</a> antes de escolher.</p>";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"8925324673160";"45872485269640";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"16698914638";"AR-HN-BLK-M	";"Cor:Preto;Tamanho:M";"";"";"0";"200,00";"0,00";"";"Ativo";"15,00";"0,00";"	";"";"	";"0,00";"0,00";"0,228";"0,228";"	";"	";"0,00";"0,00";"0,00";"";"";"<p>Conforto onde mais importa. Em vez de concentrar a força no pescoço, o peitoral ARIA distribui a pressão pelo peito do cachorro — com ajuste preciso e o mesmo acabamento do resto da linha.</p><p>Disponível nos tamanhos P, M e G e em quatro cores: preto, caramelo, off white e marrom. Combina com a guia e a coleira da mesma linha.</p><p><strong>Medidas</strong></p><ul>
<li>P — pescoço de 32 a 42 cm · tórax de 38 a 58 cm · tira de 2,0 cm de largura</li>
<li>M — pescoço de 40 a 50 cm · tórax de 55 a 75 cm · tira de 2,0 cm de largura</li>
<li>G — pescoço de 48 a 62 cm · tórax de 70 a 85 cm · tira de 2,5 cm de largura</li>
</ul><p>Meça o pescoço e o tórax do seu cachorro e confira o <a href=""/pages/guia-de-tamanhos"">guia de tamanhos das coleiras e peitorais</a> antes de escolher.</p>";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"8925324673160";"45872485236872";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"16698914637";"AR-HN-BLK-S	";"Cor:Preto;Tamanho:P";"";"";"0";"200,00";"0,00";"";"Ativo";"25,00";"0,00";"	";"";"	";"0,00";"0,00";"0,161";"0,161";"	";"	";"0,00";"0,00";"0,00";"";"";"<p>Conforto onde mais importa. Em vez de concentrar a força no pescoço, o peitoral ARIA distribui a pressão pelo peito do cachorro — com ajuste preciso e o mesmo acabamento do resto da linha.</p><p>Disponível nos tamanhos P, M e G e em quatro cores: preto, caramelo, off white e marrom. Combina com a guia e a coleira da mesma linha.</p><p><strong>Medidas</strong></p><ul>
<li>P — pescoço de 32 a 42 cm · tórax de 38 a 58 cm · tira de 2,0 cm de largura</li>
<li>M — pescoço de 40 a 50 cm · tórax de 55 a 75 cm · tira de 2,0 cm de largura</li>
<li>G — pescoço de 48 a 62 cm · tórax de 70 a 85 cm · tira de 2,5 cm de largura</li>
</ul><p>Meça o pescoço e o tórax do seu cachorro e confira o <a href=""/pages/guia-de-tamanhos"">guia de tamanhos das coleiras e peitorais</a> antes de escolher.</p>";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"8925324673160";"45872485204104";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
